Day,Species,Counts,Dilution,Antibiotic,Replicate,Initial
7,Ca,13,6,Chl,1,Ca
7,Ca,6,6,Chl,2,Ca
7,Ca,5,6,Chl,3,Ca
7,Ca,6,6,Chl,1,Lp
7,Ca,6,6,Chl,2,Lp
7,Ca,6,6,Chl,3,Lp
7,Lp,11,3,Chl,1,Ca
7,Lp,3,3,Chl,2,Ca
7,Lp,11,3,Chl,3,Ca
7,Lp,15,2,Chl,1,Lp
7,Lp,18,2,Chl,2,Lp
7,Lp,25,2,Chl,3,Lp
7,Ca,0,6,Cip,1,Ca
7,Ca,0,6,Cip,2,Ca
7,Ca,0,6,Cip,3,Ca
7,Ca,0,6,Cip,1,Lp
7,Ca,0,6,Cip,2,Lp
7,Ca,0,6,Cip,3,Lp
7,Lp,18,5,Cip,1,Ca
7,Lp,18,5,Cip,2,Ca
7,Lp,18,5,Cip,3,Ca
7,Lp,16,5,Cip,1,Lp
7,Lp,16,5,Cip,2,Lp
7,Lp,17,5,Cip,3,Lp
7,Ca,15,6,Gent,1,Ca
7,Ca,13,6,Gent,2,Ca
7,Ca,14,6,Gent,3,Ca
7,Ca,10,6,Gent,1,Lp
7,Ca,9,6,Gent,2,Lp
7,Ca,5,6,Gent,3,Lp
7,Lp,7,3,Gent,1,Ca
7,Lp,8,3,Gent,2,Ca
7,Lp,2,3,Gent,3,Ca
7,Lp,2,2,Gent,1,Lp
7,Lp,18,2,Gent,2,Lp
7,Lp,15,2,Gent,3,Lp
7,Ca,14,6,Kan,1,Ca
7,Ca,12,6,Kan,2,Ca
7,Ca,13,6,Kan,3,Ca
7,Ca,0,6,Kan,1,Lp
7,Ca,0,6,Kan,2,Lp
7,Ca,0,6,Kan,3,Lp
7,Lp,15,3,Kan,1,Ca
7,Lp,6,3,Kan,2,Ca
7,Lp,5,3,Kan,3,Ca
7,Lp,25,5,Kan,1,Lp
7,Lp,20,5,Kan,2,Lp
7,Lp,20,5,Kan,3,Lp
7,Ca,0,6,Tet,1,Ca
7,Ca,0,6,Tet,2,Ca
7,Ca,0,6,Tet,3,Ca
7,Ca,0,6,Tet,1,Lp
7,Ca,0,6,Tet,2,Lp
7,Ca,0,6,Tet,3,Lp
7,Lp,17,5,Tet,1,Ca
7,Lp,11,5,Tet,2,Ca
7,Lp,23,5,Tet,3,Ca
7,Lp,12,5,Tet,1,Lp
7,Lp,20,5,Tet,2,Lp
7,Lp,10,5,Tet,3,Lp
7,Ca,5,6,Ery,1,Ca
7,Lp,30,2,Ery,1,Ca
7,Ca,3,6,Ery,1,Lp
7,Lp,25,2,Ery,1,Lp
7,Ca,3,6,Ery,2,Ca
7,Lp,15,2,Ery,2,Ca
7,Ca,3,6,Ery,2,Lp
7,Lp,5,2,Ery,2,Lp
7,Ca,1,6,Ery,3,Ca
7,Lp,19,2,Ery,3,Ca
7,Ca,2,6,Ery,3,Lp
7,Lp,21,2,Ery,3,Lp
8,Ca,2.7,6,Amp,1,Ca
8,Ca,4,6,Amp,2,Ca
8,Ca,7,6,Amp,3,Ca
8,Ca,19,5,Amp,1,Lp
8,Ca,20,5,Amp,2,Lp
8,Ca,20,5,Amp,3,Lp
8,Lp,16.5,2,Amp,1,Ca
8,Lp,20,2,Amp,2,Ca
8,Lp,22.5,2,Amp,3,Ca
8,Lp,11.5,2,Amp,1,Lp
8,Lp,15,2,Amp,2,Lp
8,Lp,2,2,Amp,3,Lp
8,Ca,2.4,6,Car,1,Ca
8,Ca,5,6,Car,2,Ca
8,Ca,5,6,Car,3,Ca
8,Ca,0,6,Car,1,Lp
8,Ca,0,6,Car,2,Lp
8,Ca,0,6,Car,3,Lp
8,Lp,16,2,Car,1,Ca
8,Lp,12.5,2,Car,2,Ca
8,Lp,19.5,2,Car,3,Ca
8,Lp,14,5,Car,1,Lp
8,Lp,14,5,Car,2,Lp
8,Lp,20,5,Car,3,Lp
8,Ca,4,6,Chl,1,Ca
8,Ca,4,6,Chl,2,Ca
8,Ca,8,6,Chl,3,Ca
8,Ca,4,6,Chl,1,Lp
8,Ca,4,6,Chl,2,Lp
8,Ca,7,6,Chl,3,Lp
8,Lp,9.5,2,Chl,1,Ca
8,Lp,12,2,Chl,2,Ca
8,Lp,6,2,Chl,3,Ca
8,Lp,2.5,2,Chl,1,Lp
8,Lp,1.5,2,Chl,2,Lp
8,Lp,2,2,Chl,3,Lp
8,Ca,0,5,Cip,1,Ca
8,Ca,0,5,Cip,2,Ca
8,Ca,0,5,Cip,3,Ca
8,Ca,0,5,Cip,1,Lp
8,Ca,0,5,Cip,2,Lp
8,Ca,0,5,Cip,3,Lp
8,Lp,23,5,Cip,1,Ca
8,Lp,14,5,Cip,2,Ca
8,Lp,23,5,Cip,3,Ca
8,Lp,17,5,Cip,1,Lp
8,Lp,18,5,Cip,2,Lp
8,Lp,13,5,Cip,3,Lp
8,Ca,6,6,Gent,1,Ca
8,Ca,4,6,Gent,2,Ca
8,Ca,2,6,Gent,3,Ca
8,Ca,50,5,Gent,1,Lp
8,Ca,23,5,Gent,2,Lp
8,Ca,30,5,Gent,3,Lp
8,Lp,17.5,2,Gent,1,Ca
8,Lp,21.5,2,Gent,2,Ca
8,Lp,22.5,2,Gent,3,Ca
8,Lp,1.5,2,Gent,1,Lp
8,Lp,2.5,2,Gent,2,Lp
8,Lp,3,2,Gent,3,Lp
8,Ca,4,6,Kan,1,Ca
8,Ca,6,6,Kan,2,Ca
8,Ca,2,6,Kan,3,Ca
8,Ca,0,6,Kan,1,Lp
8,Ca,0,6,Kan,2,Lp
8,Ca,0,6,Kan,3,Lp
8,Lp,6.5,2,Kan,1,Ca
8,Lp,9.5,2,Kan,2,Ca
8,Lp,13.5,2,Kan,3,Ca
8,Lp,50,4,Kan,1,Lp
8,Lp,23,4,Kan,2,Lp
8,Lp,18,4,Kan,3,Lp
8,Ca,0,6,Tet,1,Ca
8,Ca,0,6,Tet,2,Ca
8,Ca,0,6,Tet,3,Ca
8,Ca,0,6,Tet,1,Lp
8,Ca,0,6,Tet,2,Lp
8,Ca,0,6,Tet,3,Lp
8,Lp,24,5,Tet,1,Ca
8,Lp,15,5,Tet,2,Ca
8,Lp,21,5,Tet,3,Ca
8,Lp,19,5,Tet,1,Lp
8,Lp,16,5,Tet,2,Lp
8,Lp,9,5,Tet,3,Lp
