Day,Species,Counts,Dilution,Antibiotic,Replicate,Initial
4,Ca,1,1,Kan,3,Ca
4,Ca,0,5,Kan,1,Lp
4,Ca,0,5,Kan,2,Lp
4,Ca,0,5,Kan,3,Lp
4,Lp,17,1,Kan,1,Ca
4,Lp,15,1,Kan,2,Ca
4,Lp,3,1,Kan,3,Ca
4,Lp,0,5,Kan,1,Lp
4,Lp,0,5,Kan,2,Lp
4,Lp,0,5,Kan,3,Lp
5,Ca,0,6,Kan,1,Ca
5,Ca,0,6,Kan,2,Ca
5,Ca,0,6,Kan,3,Ca
5,Ca,0,6,Kan,1,Lp
5,Ca,0,6,Kan,2,Lp
5,Ca,0,6,Kan,3,Lp
5,Lp,8,3,Kan,1,Ca
5,Lp,27,3,Kan,2,Ca
5,Lp,7,3,Kan,3,Ca
5,Lp,10,3,Kan,1,Lp
5,Lp,7,3,Kan,2,Lp
5,Lp,17,3,Kan,3,Lp
6,Ca,7,3,Kan,1,Ca
6,Ca,0,3,Kan,2,Ca
6,Ca,2.1,3,Kan,3,Ca
6,Ca,13,3,Kan,1,Lp
6,Ca,5,3,Kan,2,Lp
6,Ca,18,3,Kan,3,Lp
6,Lp,16,5,Kan,1,Ca
6,Lp,21,5,Kan,2,Ca
6,Lp,17,5,Kan,3,Ca
6,Lp,15,5,Kan,1,Lp
6,Lp,18,5,Kan,2,Lp
6,Lp,16,5,Kan,3,Lp
7,Ca,0,6,Kan,1,Ca
7,Ca,0,6,Kan,2,Ca
7,Ca,0,6,Kan,3,Ca
7,Ca,0,6,Kan,1,Lp
7,Ca,0,6,Kan,2,Lp
7,Ca,0,6,Kan,3,Lp
7,Lp,18,5,Kan,1,Ca
7,Lp,21,5,Kan,2,Ca
7,Lp,19,5,Kan,3,Ca
7,Lp,22,5,Kan,1,Lp
7,Lp,26,5,Kan,2,Lp
7,Lp,8,5,Kan,3,Lp
8,Ca,0,6,Kan,1,Ca
8,Ca,0,6,Kan,2,Ca
8,Ca,0,6,Kan,3,Ca
8,Ca,0,6,Kan,1,Lp
8,Ca,0,6,Kan,2,Lp
8,Ca,0,6,Kan,3,Lp
8,Lp,22,5,Kan,1,Ca
8,Lp,19,5,Kan,2,Ca
8,Lp,13,5,Kan,3,Ca
8,Lp,19,5,Kan,1,Lp
8,Lp,17,5,Kan,2,Lp
8,Lp,15,5,Kan,3,Lp
0,Ca,2,5,Tet,1,Ca
0,Ca,5,5,Tet,2,Ca
0,Ca,2,5,Tet,3,Ca
0,Ca,18,3,Tet,1,Lp
0,Ca,20,3,Tet,2,Lp
0,Ca,14,3,Tet,3,Lp
0,Lp,15,3,Tet,1,Ca
0,Lp,14,3,Tet,2,Ca
0,Lp,15,3,Tet,3,Ca
0,Lp,33,4,Tet,1,Lp
0,Lp,34,4,Tet,2,Lp
0,Lp,27,4,Tet,3,Lp
1,Ca,5,6,Tet,1,Ca
1,Ca,2,6,Tet,2,Ca
1,Ca,5,6,Tet,3,Ca
1,Ca,0,1,Tet,1,Lp
1,Ca,0,1,Tet,2,Lp
1,Ca,0,1,Tet,3,Lp
1,Lp,5,4,Tet,1,Ca
1,Lp,3,4,Tet,2,Ca
1,Lp,5,4,Tet,3,Ca
1,Lp,14,5,Tet,1,Lp
1,Lp,14,5,Tet,2,Lp
1,Lp,17,5,Tet,3,Lp
2,Ca,1.0,6,Tet,1,Ca
2,Ca,2.1,6,Tet,2,Ca
2,Ca,2,6,Tet,3,Ca
2,Ca,0,6,Tet,1,Lp
2,Ca,0,6,Tet,2,Lp
2,Ca,0,6,Tet,3,Lp
2,Lp,13,2,Tet,1,Ca
2,Lp,28,2,Tet,2,Ca
2,Lp,13,2,Tet,3,Ca
2,Lp,18,5,Tet,1,Lp
2,Lp,10,5,Tet,2,Lp
2,Lp,16,5,Tet,3,Lp
3,Ca,5,3,Tet,1,Ca
3,Ca,12,6,Tet,2,Ca
3,Ca,5,3,Tet,3,Ca
3,Ca,0,6,Tet,1,Lp
3,Ca,0,6,Tet,2,Lp
3,Ca,0,6,Tet,3,Lp
3,Lp,5,2,Tet,1,Ca
3,Lp,50,2,Tet,2,Ca
3,Lp,5,2,Tet,3,Ca
3,Lp,14,5,Tet,1,Lp
3,Lp,14,5,Tet,2,Lp
3,Lp,15,5,Tet,3,Lp
4,Ca,2,5,Tet,1,Ca
4,Ca,0.0002,5,Tet,2,Ca
4,Ca,4,5,Tet,3,Ca
4,Ca,0,1,Tet,1,Lp
4,Ca,0,1,Tet,2,Lp
4,Ca,0,1,Tet,3,Lp
4,Lp,19,1,Tet,1,Ca
4,Lp,60,1,Tet,2,Ca
4,Lp,3,1,Tet,3,Ca
4,Lp,10,2,Tet,1,Lp
4,Lp,6,2,Tet,2,Lp
4,Lp,8,2,Tet,3,Lp
5,Ca,1,2,Tet,1,Ca
5,Ca,4,2,Tet,2,Ca
5,Ca,3,2,Tet,3,Ca
5,Ca,1,2,Tet,1,Lp
5,Ca,8,2,Tet,2,Lp
5,Ca,5,2,Tet,3,Lp
5,Lp,17,5,Tet,1,Ca
5,Lp,8,5,Tet,2,Ca
5,Lp,12,5,Tet,3,Ca
5,Lp,10,5,Tet,1,Lp
5,Lp,12,5,Tet,2,Lp
5,Lp,11,5,Tet,3,Lp
6,Ca,0,6,Tet,1,Ca
6,Ca,0,6,Tet,2,Ca
6,Ca,0,6,Tet,3,Ca
6,Ca,0,6,Tet,1,Lp
6,Ca,0,6,Tet,2,Lp
6,Ca,0,6,Tet,3,Lp
6,Lp,21,5,Tet,1,Ca
6,Lp,7,5,Tet,2,Ca
6,Lp,10,5,Tet,3,Ca
6,Lp,11,5,Tet,1,Lp
6,Lp,15,5,Tet,2,Lp
6,Lp,19,5,Tet,3,Lp
7,Ca,0,6,Tet,1,Ca
7,Ca,0,6,Tet,2,Ca
7,Ca,0,6,Tet,3,Ca
7,Ca,0,6,Tet,1,Lp
7,Ca,0,6,Tet,2,Lp
7,Ca,0,6,Tet,3,Lp
7,Lp,13,5,Tet,1,Ca
7,Lp,11,5,Tet,2,Ca
7,Lp,19,5,Tet,3,Ca
7,Lp,15,5,Tet,1,Lp
7,Lp,16,5,Tet,2,Lp
7,Lp,21,5,Tet,3,Lp
8,Ca,0,6,Tet,1,Ca
8,Ca,0,6,Tet,2,Ca
8,Ca,0,6,Tet,3,Ca
8,Ca,0,6,Tet,1,Lp
8,Ca,0,6,Tet,2,Lp
8,Ca,0,6,Tet,3,Lp
8,Lp,17,5,Tet,1,Ca
8,Lp,21,5,Tet,2,Ca
8,Lp,18,5,Tet,3,Ca
8,Lp,12,5,Tet,1,Lp
8,Lp,17,5,Tet,2,Lp
8,Lp,16,5,Tet,3,Lp
