A	0.041999999	0.052900001	0.048099998	0.042199999	0.041499998	0.0414	0.041200001	0.0407	0.0407	0.0407	0.041000001	0.041299999
B	0.046399999	0.041700002	0.041700002	0.041299999	0.040800001	0.041299999	0.040800001	0.040600002	0.040899999	0.040899999	0.040800001	0.0414
C	0.044599999	0.042100001	0.046399999	0.0416	0.0414	0.0416	0.0418	0.041700002	0.041999999	0.041900001	0.041000001	0.042100001
D	0.0425	0.0506	0.045699999	0.041900001	0.041700002	0.0414	0.041200001	0.041000001	0.042399999	0.041200001	0.0414	0.041999999
E	0.053300001	0.0449	0.0469	0.0425	0.042199999	0.0418	0.0414	0.0416	0.0418	0.0418	0.041700002	0.041999999
F	0.042100001	0.043099999	0.048599999	0.0572	0.053199999	0.056299999	0.0513	0.0528	0.051800001	0.052999999	0.053100001	0.050099999
G	0.051800001	0.050799999	0.0513	0.049899999	0.048799999	0.047200002	0.0473	0.0482	0.046999998	0.047200002	0.0484	0.047499999
H	0.0425	0.043499999	0.044199999	0.042399999	0.041700002	0.043299999	0.0491	0.043200001	0.0425	0.044599999	0.0451	0.0513
