A	0.083300002	0.068800002	0.086999997	0.076499999	0.091799997	0.095100001	0.079800002	0.060899999	0.134499997	0.093900003	0.067900002	0.134200007
B	0.208499998	0.109300002	0.164499998	0.165199995	0.124399997	0.210999995	0.193000004	0.147100002	0.068599999	0.203999996	0.272199988	0.443699986
C	0.047200002	0.049600001	0.061900001	0.046100002	0.070799999	0.053399999	0.061900001	0.062700003	0.064199999	0.0744	0.049899999	0.060199998
D	0.306600004	0.444000006	0.513599992	0.369700015	0.479200006	0.254500002	0.567399979	0.464100003	0.369599998	0.514699996	0.492300004	0.497200012
E	0.045899998	0.048999999	0.058499999	0.0515	0.060199998	0.050900001	0.073399998	0.067900002	0.060800001	0.061500002	0.083899997	0.090800002
F	0.375	0.510599971	0.648000002	0.592100024	0.690299988	0.569999993	0.540099978	0.548699975	0.486799985	0.530600011	0.591199994	0.629400015
G	0.128700003	0.1162	0.1193	0.079700001	0.262400001	0.142100006	0.136299998	0.224199995	0.145600006	0.215800002	0.173700005	0.198599994
H	0.058499999	0.052900001	0.075400002	0.090999998	0.047499999	0.075599998	0.056200001	0.064199999	0.081100002	0.051199999	0.063299999	0.081200004
