"","Replicate","Species","Time_hr","Well","OD"
"140","R1","Ca",10.8067777777778,"B1",0.008200003
"141","R1","Ca",11.0580833333333,"B1",0.022399997
"142","R1","Ca",11.3094166666667,"B1",0.009199997
"143","R1","Ca",11.5607222222222,"B1",0.00860000200000001
"144","R1","Ca",11.8120555555556,"B1",0.00850000000000001
"145","R1","Ca",12.0633611111111,"B1",0.0111
"146","R1","Ca",12.3146944444444,"B1",0.00699999700000001
"147","R1","Ca",12.566,"B1",0.007200001
"148","R1","Ca",12.8173333333333,"B1",0.006800002
"149","R1","Ca",13.0686388888889,"B1",0.007200001
"150","R1","Ca",13.3199722222222,"B1",0.007300003
"151","R1","Ca",13.5712777777778,"B1",0.00649999600000001
"152","R1","Ca",13.8226111111111,"B1",0.006900003
"153","R1","Ca",14.0739166666667,"B1",0.007099999
"154","R1","Ca",14.32525,"B1",0.005000001
"155","R1","Ca",14.5765555555556,"B1",0.006800002
"156","R1","Ca",14.8278888888889,"B1",0.005199997
"157","R1","Ca",15.0791944444444,"B1",0.0054
"158","R1","Ca",15.3305277777778,"B1",0.005000001
"159","R1","Ca",15.5818333333333,"B1",0.004299996
"160","R1","Ca",15.8331666666667,"B1",0.00359999900000001
"161","R1","Ca",16.0845,"B1",0.00320000000000001
"162","R1","Ca",16.3358055555556,"B1",0.00320000000000001
"163","R1","Ca",16.5871111111111,"B1",0.002999997
"164","R1","Ca",16.8384444444444,"B1",0.002400002
"165","R1","Ca",17.08975,"B1",0.002000002
"166","R1","Ca",17.3410833333333,"B1",0.00259999700000001
"167","R1","Ca",17.5923888888889,"B1",0.00219999800000001
"168","R1","Ca",17.8437222222222,"B1",0.001799999
"169","R1","Ca",18.0950277777778,"B1",0.0023
"170","R1","Ca",18.3463611111111,"B1",0.001399999
"171","R1","Ca",18.5976944444444,"B1",0.001399999
"172","R1","Ca",18.849,"B1",0.001200004
"173","R1","Ca",19.1003333333333,"B1",0.001
"174","R1","Ca",19.3516388888889,"B1",0.001100002
"175","R1","Ca",19.6029722222222,"B1",0.001100002
"176","R1","Ca",19.8542777777778,"B1",0.001
"177","R1","Ca",20.1056111111111,"B1",0.001100002
"178","R1","Ca",20.3569166666667,"B1",0.001200004
"179","R1","Ca",20.60825,"B1",0.001200004
"180","R1","Ca",20.8595555555556,"B1",0.001200004
"181","R1","Ca",21.1108888888889,"B1",0.001200004
"182","R1","Ca",21.3622222222222,"B1",0.001100002
"183","R1","Ca",21.6135277777778,"B1",0.001200004
"184","R1","Ca",21.8648333333333,"B1",0.001200004
"185","R1","Ca",22.1161666666667,"B1",0.001200004
"186","R1","Ca",22.3675,"B1",0.001200004
"187","R1","Ca",22.6188055555556,"B1",0.001299998
"188","R1","Ca",22.8701111111111,"B1",0.001299998
"189","R1","Ca",23.1214444444444,"B1",0.001399999
"190","R1","Ca",23.3727777777778,"B1",0.001299998
"191","R1","Ca",23.6240833333333,"B1",0.001200004
"192","R1","Ca",23.8754166666667,"B1",0.001399999
"193","R1","Ca",0,"C1",0.026200002
"194","R1","Ca",0.251305555555556,"C1",0.021199999
"195","R1","Ca",0.502611111111111,"C1",0.0164
"196","R1","Ca",0.753944444444444,"C1",0.014099998
"197","R1","Ca",1.00527777777778,"C1",0.013400001
"198","R1","Ca",1.25658333333333,"C1",0.012500001
"199","R1","Ca",1.50791666666667,"C1",0.012200004
"200","R1","Ca",1.75922222222222,"C1",0.011499999
"201","R1","Ca",2.01055555555556,"C1",0.011700002
"202","R1","Ca",2.26188888888889,"C1",0.012200004
"203","R1","Ca",2.51319444444444,"C1",0.012699997
"204","R1","Ca",2.76452777777778,"C1",0.014099998
"205","R1","Ca",3.01583333333333,"C1",0.013699999
"206","R1","Ca",3.26716666666667,"C1",0.013900002
"207","R1","Ca",3.5185,"C1",0.013599997
"208","R1","Ca",3.76980555555556,"C1",0.016199997
"209","R1","Ca",4.02113888888889,"C1",0.022499999
"210","R1","Ca",4.27244444444444,"C1",0.042699998
"211","R1","Ca",4.52377777777778,"C1",0.024000002
"212","R1","Ca",4.77508333333333,"C1",0.025899997
"213","R1","Ca",5.02641666666667,"C1",0.024199998
"214","R1","Ca",5.27772222222222,"C1",0.019200003
"215","R1","Ca",5.52905555555555,"C1",0.022200001
"216","R1","Ca",5.78036111111111,"C1",0.018700002
"217","R1","Ca",6.03169444444444,"C1",0.0151
"218","R1","Ca",6.283,"C1",0.017800001
"219","R1","Ca",6.53433333333333,"C1",0.012799999
"220","R1","Ca",6.78563888888889,"C1",0.014300002
"221","R1","Ca",7.03697222222222,"C1",0.0173
"222","R1","Ca",7.28827777777778,"C1",0.011899998
"223","R1","Ca",7.53961111111111,"C1",0.012600003
"224","R1","Ca",7.79091666666667,"C1",0.012299998
"225","R1","Ca",8.04225,"C1",0.011300003
"226","R1","Ca",8.29358333333333,"C1",0.010899996
"227","R1","Ca",8.54488888888889,"C1",0.010300001
"228","R1","Ca",8.79622222222222,"C1",0.010000004
"229","R1","Ca",9.04752777777778,"C1",0.0111
"230","R1","Ca",9.29886111111111,"C1",0.009599997
"231","R1","Ca",9.55016666666667,"C1",0.010099998
"232","R1","Ca",9.8015,"C1",0.010400003
"233","R1","Ca",10.0528055555556,"C1",0.00890000000000001
"234","R1","Ca",10.3041388888889,"C1",0.008299997
"235","R1","Ca",10.5554444444444,"C1",0.006400002
"236","R1","Ca",10.8067777777778,"C1",0.00789999800000001
"237","R1","Ca",11.0580833333333,"C1",0.006400002
"238","R1","Ca",11.3094166666667,"C1",0.006000003
"239","R1","Ca",11.5607222222222,"C1",0.005799999
"240","R1","Ca",11.8120555555556,"C1",0.003800003
"241","R1","Ca",12.0633611111111,"C1",0.003499998
"242","R1","Ca",12.3146944444444,"C1",0.00320000000000001
"243","R1","Ca",12.566,"C1",0.002999997
"244","R1","Ca",12.8173333333333,"C1",0.002900003
"245","R1","Ca",13.0686388888889,"C1",0.002800001
"246","R1","Ca",13.3199722222222,"C1",0.002800001
"247","R1","Ca",13.5712777777778,"C1",0.002800001
"248","R1","Ca",13.8226111111111,"C1",0.002800001
"249","R1","Ca",14.0739166666667,"C1",0.002800001
"250","R1","Ca",14.32525,"C1",0.002800001
"251","R1","Ca",14.5765555555556,"C1",0.002900003
"252","R1","Ca",14.8278888888889,"C1",0.002800001
"253","R1","Ca",15.0791944444444,"C1",0.002900003
"254","R1","Ca",15.3305277777778,"C1",0.002900003
"255","R1","Ca",15.5818333333333,"C1",0.002999997
"256","R1","Ca",15.8331666666667,"C1",0.00309999800000001
"257","R1","Ca",16.0845,"C1",0.00309999800000001
"258","R1","Ca",16.3358055555556,"C1",0.00309999800000001
"259","R1","Ca",16.5871111111111,"C1",0.002999997
"260","R1","Ca",16.8384444444444,"C1",0.002999997
"261","R1","Ca",17.08975,"C1",0.00309999800000001
"262","R1","Ca",17.3410833333333,"C1",0.00309999800000001
"263","R1","Ca",17.5923888888889,"C1",0.002999997
"264","R1","Ca",17.8437222222222,"C1",0.002900003
"265","R1","Ca",18.0950277777778,"C1",0.002900003
"266","R1","Ca",18.3463611111111,"C1",0.002900003
"267","R1","Ca",18.5976944444444,"C1",0.002999997
"268","R1","Ca",18.849,"C1",0.002900003
"269","R1","Ca",19.1003333333333,"C1",0.002800001
"270","R1","Ca",19.3516388888889,"C1",0.002999997
"271","R1","Ca",19.6029722222222,"C1",0.002999997
"272","R1","Ca",19.8542777777778,"C1",0.002900003
"273","R1","Ca",20.1056111111111,"C1",0.002999997
"274","R1","Ca",20.3569166666667,"C1",0.002900003
"275","R1","Ca",20.60825,"C1",0.002900003
"276","R1","Ca",20.8595555555556,"C1",0.002800001
"277","R1","Ca",21.1108888888889,"C1",0.002800001
"278","R1","Ca",21.3622222222222,"C1",0.00269999900000001
"279","R1","Ca",21.6135277777778,"C1",0.00269999900000001
"280","R1","Ca",21.8648333333333,"C1",0.00259999700000001
"281","R1","Ca",22.1161666666667,"C1",0.002800001
"282","R1","Ca",22.3675,"C1",0.00259999700000001
"283","R1","Ca",22.6188055555556,"C1",0.00259999700000001
"284","R1","Ca",22.8701111111111,"C1",0.00259999700000001
"285","R1","Ca",23.1214444444444,"C1",0.00259999700000001
"286","R1","Ca",23.3727777777778,"C1",0.002500003
"287","R1","Ca",23.6240833333333,"C1",0.002400002
"288","R1","Ca",23.8754166666667,"C1",0.002400002
"289","R1","Ca",0,"D1",0.00510000300000001
"290","R1","Ca",0.251305555555556,"D1",0.005699998
"291","R1","Ca",0.502611111111111,"D1",0.00649999600000001
"292","R1","Ca",0.753944444444444,"D1",0.007200001
"293","R1","Ca",1.00527777777778,"D1",0.008100001
"294","R1","Ca",1.25658333333333,"D1",0.008799998
"295","R1","Ca",1.50791666666667,"D1",0.00950000300000001
"296","R1","Ca",1.75922222222222,"D1",0.009599997
"297","R1","Ca",2.01055555555556,"D1",0.010999998
"298","R1","Ca",2.26188888888889,"D1",0.011700002
"299","R1","Ca",2.51319444444444,"D1",0.012799999
"300","R1","Ca",2.76452777777778,"D1",0.017800001
"301","R1","Ca",3.01583333333333,"D1",0.016900001
"302","R1","Ca",3.26716666666667,"D1",0.017900003
"303","R1","Ca",3.5185,"D1",0.015399998
"304","R1","Ca",3.76980555555556,"D1",0.016699998
"305","R1","Ca",4.02113888888889,"D1",0.033399997
"306","R1","Ca",4.27244444444444,"D1",0.018800003
"307","R1","Ca",4.52377777777778,"D1",0.019699996
"308","R1","Ca",4.77508333333333,"D1",0.017400002
"309","R1","Ca",5.02641666666667,"D1",0.017400002
"310","R1","Ca",5.27772222222222,"D1",0.012200004
"311","R1","Ca",5.52905555555555,"D1",0.012200004
"312","R1","Ca",5.78036111111111,"D1",0.011700002
"313","R1","Ca",6.03169444444444,"D1",0.0129
"314","R1","Ca",6.283,"D1",0.012100002
"315","R1","Ca",6.53433333333333,"D1",0.012
"316","R1","Ca",6.78563888888889,"D1",0.012500001
"317","R1","Ca",7.03697222222222,"D1",0.012500001
"318","R1","Ca",7.28827777777778,"D1",0.011399997
"319","R1","Ca",7.53961111111111,"D1",0.011600001
"320","R1","Ca",7.79091666666667,"D1",0.012299998
"321","R1","Ca",8.04225,"D1",0.011399997
"322","R1","Ca",8.29358333333333,"D1",0.010899996
"323","R1","Ca",8.54488888888889,"D1",0.0111
"324","R1","Ca",8.79622222222222,"D1",0.011300003
"325","R1","Ca",9.04752777777778,"D1",0.011899998
"326","R1","Ca",9.29886111111111,"D1",0.010800002
"327","R1","Ca",9.55016666666667,"D1",0.010599999
"328","R1","Ca",9.8015,"D1",0.010400003
"329","R1","Ca",10.0528055555556,"D1",0.010300001
"330","R1","Ca",10.3041388888889,"D1",0.00950000300000001
"331","R1","Ca",10.5554444444444,"D1",0.00860000200000001
"332","R1","Ca",10.8067777777778,"D1",0.009199997
"333","R1","Ca",11.0580833333333,"D1",0.015700003
"334","R1","Ca",11.3094166666667,"D1",0.008699996
"335","R1","Ca",11.5607222222222,"D1",0.00739999700000001
"336","R1","Ca",11.8120555555556,"D1",0.006900003
"337","R1","Ca",12.0633611111111,"D1",0.0067
"338","R1","Ca",12.3146944444444,"D1",0.0063
"339","R1","Ca",12.566,"D1",0.00560000400000001
"340","R1","Ca",12.8173333333333,"D1",0.00510000300000001
"341","R1","Ca",13.0686388888889,"D1",0.004899999
"342","R1","Ca",13.3199722222222,"D1",0.005000001
"343","R1","Ca",13.5712777777778,"D1",0.004899999
"344","R1","Ca",13.8226111111111,"D1",0.004799997
"345","R1","Ca",14.0739166666667,"D1",0.004799997
"346","R1","Ca",14.32525,"D1",0.004799997
"347","R1","Ca",14.5765555555556,"D1",0.005000001
"348","R1","Ca",14.8278888888889,"D1",0.004899999
"349","R1","Ca",15.0791944444444,"D1",0.004899999
"350","R1","Ca",15.3305277777778,"D1",0.004899999
"351","R1","Ca",15.5818333333333,"D1",0.005199997
"352","R1","Ca",15.8331666666667,"D1",0.005000001
"353","R1","Ca",16.0845,"D1",0.00510000300000001
"354","R1","Ca",16.3358055555556,"D1",0.005000001
"355","R1","Ca",16.5871111111111,"D1",0.005000001
"356","R1","Ca",16.8384444444444,"D1",0.005000001
"357","R1","Ca",17.08975,"D1",0.00510000300000001
"358","R1","Ca",17.3410833333333,"D1",0.004899999
"359","R1","Ca",17.5923888888889,"D1",0.005000001
"360","R1","Ca",17.8437222222222,"D1",0.005000001
"361","R1","Ca",18.0950277777778,"D1",0.005000001
"362","R1","Ca",18.3463611111111,"D1",0.004899999
"363","R1","Ca",18.5976944444444,"D1",0.004799997
"364","R1","Ca",18.849,"D1",0.004799997
"365","R1","Ca",19.1003333333333,"D1",0.004799997
"366","R1","Ca",19.3516388888889,"D1",0.004799997
"367","R1","Ca",19.6029722222222,"D1",0.004899999
"368","R1","Ca",19.8542777777778,"D1",0.004799997
"369","R1","Ca",20.1056111111111,"D1",0.004799997
"370","R1","Ca",20.3569166666667,"D1",0.00460000200000001
"371","R1","Ca",20.60825,"D1",0.00470000300000001
"372","R1","Ca",20.8595555555556,"D1",0.00470000300000001
"373","R1","Ca",21.1108888888889,"D1",0.00470000300000001
"374","R1","Ca",21.3622222222222,"D1",0.00470000300000001
"375","R1","Ca",21.6135277777778,"D1",0.00460000200000001
"376","R1","Ca",21.8648333333333,"D1",0.004399998
"377","R1","Ca",22.1161666666667,"D1",0.0045
"378","R1","Ca",22.3675,"D1",0.004299996
"379","R1","Ca",22.6188055555556,"D1",0.004399998
"380","R1","Ca",22.8701111111111,"D1",0.0045
"381","R1","Ca",23.1214444444444,"D1",0.00460000200000001
"382","R1","Ca",23.3727777777778,"D1",0.004299996
"383","R1","Ca",23.6240833333333,"D1",0.003999999
"384","R1","Ca",23.8754166666667,"D1",0.00420000200000001
"385","R1","Ca",0,"E1",0.0076
"386","R1","Ca",0.251305555555556,"E1",0.011499999
"387","R1","Ca",0.502611111111111,"E1",0.014099998
"388","R1","Ca",0.753944444444444,"E1",0.0164
"389","R1","Ca",1.00527777777778,"E1",0.013199998
"390","R1","Ca",1.25658333333333,"E1",0.010899996
"391","R1","Ca",1.50791666666667,"E1",0.012299998
"392","R1","Ca",1.75922222222222,"E1",0.014300002
"393","R1","Ca",2.01055555555556,"E1",0.011899998
"394","R1","Ca",2.26188888888889,"E1",0.014499998
"395","R1","Ca",2.51319444444444,"E1",0.0164
"396","R1","Ca",2.76452777777778,"E1",0.017099997
"397","R1","Ca",3.01583333333333,"E1",0.014999999
"398","R1","Ca",3.26716666666667,"E1",0.015200002
"399","R1","Ca",3.5185,"E1",0.014400003
"400","R1","Ca",3.76980555555556,"E1",0.015799997
"401","R1","Ca",4.02113888888889,"E1",0.023100002
"402","R1","Ca",4.27244444444444,"E1",0.014099998
"403","R1","Ca",4.52377777777778,"E1",0.023600003
"404","R1","Ca",4.77508333333333,"E1",0.020699998
"405","R1","Ca",5.02641666666667,"E1",0.025099998
"406","R1","Ca",5.27772222222222,"E1",0.021499997
"407","R1","Ca",5.52905555555555,"E1",0.020599997
"408","R1","Ca",5.78036111111111,"E1",0.021400003
"409","R1","Ca",6.03169444444444,"E1",0.0186
"410","R1","Ca",6.283,"E1",0.025099998
"411","R1","Ca",6.53433333333333,"E1",0.016799999
"412","R1","Ca",6.78563888888889,"E1",0.016699998
"413","R1","Ca",7.03697222222222,"E1",0.018099999
"414","R1","Ca",7.28827777777778,"E1",0.018899998
"415","R1","Ca",7.53961111111111,"E1",0.015399998
"416","R1","Ca",7.79091666666667,"E1",0.012699997
"417","R1","Ca",8.04225,"E1",0.0111
"418","R1","Ca",8.29358333333333,"E1",0.013000002
"419","R1","Ca",8.54488888888889,"E1",0.009599997
"420","R1","Ca",8.79622222222222,"E1",0.00910000300000001
"421","R1","Ca",9.04752777777778,"E1",0.010300001
"422","R1","Ca",9.29886111111111,"E1",0.010599999
"423","R1","Ca",9.55016666666667,"E1",0.007800004
"424","R1","Ca",9.8015,"E1",0.006900003
"425","R1","Ca",10.0528055555556,"E1",0.0107
"426","R1","Ca",10.3041388888889,"E1",0.007700002
"427","R1","Ca",10.5554444444444,"E1",0.007300003
"428","R1","Ca",10.8067777777778,"E1",0.00799999900000001
"429","R1","Ca",11.0580833333333,"E1",0.005299998
"430","R1","Ca",11.3094166666667,"E1",0.0045
"431","R1","Ca",11.5607222222222,"E1",0.003899997
"432","R1","Ca",11.8120555555556,"E1",0.003300002
"433","R1","Ca",12.0633611111111,"E1",0.002800001
"434","R1","Ca",12.3146944444444,"E1",0.002800001
"435","R1","Ca",12.566,"E1",0.001600003
"436","R1","Ca",12.8173333333333,"E1",0.002400002
"437","R1","Ca",13.0686388888889,"E1",0.000799996999999997
"438","R1","Ca",13.3199722222222,"E1",0.000300003000000007
"439","R1","Ca",13.5712777777778,"E1",0.000100000000000003
"440","R1","Ca",13.8226111111111,"E1",-0.000299998999999995
"441","R1","Ca",14.0739166666667,"E1",-0.000599996999999991
"442","R1","Ca",14.32525,"E1",-0.000599996999999991
"443","R1","Ca",14.5765555555556,"E1",-0.000500002999999999
"444","R1","Ca",14.8278888888889,"E1",-0.000500002999999999
"445","R1","Ca",15.0791944444444,"E1",-0.000599996999999991
"446","R1","Ca",15.3305277777778,"E1",-0.000500002999999999
"447","R1","Ca",15.5818333333333,"E1",-0.000500002999999999
"448","R1","Ca",15.8331666666667,"E1",-0.000400000999999997
"449","R1","Ca",16.0845,"E1",-0.000500002999999999
"450","R1","Ca",16.3358055555556,"E1",-0.000400000999999997
"451","R1","Ca",16.5871111111111,"E1",-0.000400000999999997
"452","R1","Ca",16.8384444444444,"E1",-0.000299998999999995
"453","R1","Ca",17.08975,"E1",-0.000400000999999997
"454","R1","Ca",17.3410833333333,"E1",-0.000199997999999993
"455","R1","Ca",17.5923888888889,"E1",-0.000299998999999995
"456","R1","Ca",17.8437222222222,"E1",-0.000299998999999995
"457","R1","Ca",18.0950277777778,"E1",-0.000299998999999995
"458","R1","Ca",18.3463611111111,"E1",-0.000299998999999995
"459","R1","Ca",18.5976944444444,"E1",-0.000199997999999993
"460","R1","Ca",18.849,"E1",-0.000199997999999993
"461","R1","Ca",19.1003333333333,"E1",-0.000199997999999993
"462","R1","Ca",19.3516388888889,"E1",-0.000100004000000001
"463","R1","Ca",19.6029722222222,"E1",-1.99999999894729e-09
"464","R1","Ca",19.8542777777778,"E1",-0.000199997999999993
"465","R1","Ca",20.1056111111111,"E1",-0.000100004000000001
"466","R1","Ca",20.3569166666667,"E1",-1.99999999894729e-09
"467","R1","Ca",20.60825,"E1",-0.000199997999999993
"468","R1","Ca",20.8595555555556,"E1",-1.99999999894729e-09
"469","R1","Ca",21.1108888888889,"E1",-0.000199997999999993
"470","R1","Ca",21.3622222222222,"E1",-1.99999999894729e-09
"471","R1","Ca",21.6135277777778,"E1",-0.000100004000000001
"472","R1","Ca",21.8648333333333,"E1",-0.000100004000000001
"473","R1","Ca",22.1161666666667,"E1",-0.000100004000000001
"474","R1","Ca",22.3675,"E1",-0.000199997999999993
"475","R1","Ca",22.6188055555556,"E1",-0.000199997999999993
"476","R1","Ca",22.8701111111111,"E1",-1.99999999894729e-09
"477","R1","Ca",23.1214444444444,"E1",-0.000100004000000001
"478","R1","Ca",23.3727777777778,"E1",-1.99999999894729e-09
"479","R1","Ca",23.6240833333333,"E1",-0.000199997999999993
"480","R1","Ca",23.8754166666667,"E1",-0.000100004000000001
"481","R1","Ca",0,"F1",0.005299998
"482","R1","Ca",0.251305555555556,"F1",0.005500002
"483","R1","Ca",0.502611111111111,"F1",0.006099997
"484","R1","Ca",0.753944444444444,"F1",0.005900001
"485","R1","Ca",1.00527777777778,"F1",0.006900003
"486","R1","Ca",1.25658333333333,"F1",0.0067
"487","R1","Ca",1.50791666666667,"F1",0.00749999800000001
"488","R1","Ca",1.75922222222222,"F1",0.007200001
"489","R1","Ca",2.01055555555556,"F1",0.007300003
"490","R1","Ca",2.26188888888889,"F1",0.006099997
"491","R1","Ca",2.51319444444444,"F1",0.006400002
"492","R1","Ca",2.76452777777778,"F1",0.007200001
"493","R1","Ca",3.01583333333333,"F1",0.0076
